s_name,0.5%,2.5%,5%,10%,15%,20%,25%,30%,35%,40%,50%,60%,65%,70%,75%,80%,85%,90%,95%,97.5%,99.5%
s_w,0.0360504045,0.0404880025,0.04298444,0.04629636,0.048095595,0.04962188,0.051013575,0.05239493,0.053518435,0.05450578,0.0566246,0.05881054,0.059919095,0.06103514,0.062311225,0.06390962,0.065574665,0.06749134,0.07044484,0.0732386725,0.0778560145
s_b_ex,0.030700741,0.034002735,0.035741285,0.03778456,0.039118525,0.04019626,0.0411334,0.04210784,0.0430151,0.0437845,0.04555525,0.04723622,0.04823384,0.04919727,0.0502348,0.05151166,0.05299776,0.05487505,0.05760541,0.0604832625,0.0654108495
s_Y,0.18188944,0.184163675,0.18549935,0.1868041,0.18778755,0.1884646,0.18917425,0.1897708,0.1903253,0.1909438,0.1919155,0.192922,0.19345775,0.1941081,0.19468425,0.1953942,0.196127,0.1972222,0.19872105,0.200217175,0.20298721
